First,Last,Height,Weight,Reach,Stance,Birth,SLpM,Str. Acc., SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Wins,Losses,Draws, Last_3_W, Last_3_L, W_Streak, L_Streak, KOs, Subs, UFC_Fights, Fight_Time,
George,Roop,"6'1""",135lbs.,"72""",Orthodox,Nov10 1981,3.43,34,2.47,60,1.05,57,59,0.1,15,13,1,1,2,0,2,7,1,171.92,16,
Joao,Roque,"5'6""",155lbs.,--,Orthodox,Jul22 1971,0,0,0,0,0,0,0,0,7,2,4,1,1,1,0,0,1,16.48,2,
Aaron,Rosa,"6'4""",205lbs.,"78""",Orthodox,May28 1983,4.03,47,4.41,45,0.36,33,85,0.4,17,5,0,1,2,0,1,3,1,41.47,5,
Charles,Rosa,"5'9""",145lbs.,"69""",Switch,Aug24 1986,3.85,36,4,51,2.93,34,50,1.1,11,3,0,1,2,0,1,1,1,71.7,6,
Karol,Rosa,"5'5""",135lbs.,"67""",Orthodox,Dec30 1994,11.4,48,11,43,0,0,100,0,12,3,0,1,0,1,0,0,0,15,2,
Jacob,Rosales,"5'11""",155lbs.,--,Orthodox,Jul28 1995,6.76,49,12,41,0,0,50,1.3,11,4,0,0,0,0,0,0,0,0,0,
Jake,Rosholt,"6'1""",185lbs.,--,Orthodox,Feb09 1982,2.68,53,2.33,49,6.51,68,0,1.8,12,3,0 (1 NC),1,2,0,1,1,3,25.33,4,
Jared,Rosholt,"6'2""",265lbs.,"75""",Orthodox,Aug04 1986,2.08,46,1.52,59,1.83,41,66,0.1,14,3,0,2,1,0,1,2,0,106.55,8,
Kevin,Rosier,"6'4""",275lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,2,6,0,1,2,0,1,2,1,5.55,3,
Zach,Rosol,--,243lbs.,--,,--,0,0,14.21,25,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,
Nick,Rossborough,"6'5""",205lbs.,--,,Nov18 1981,2.8,35,4.33,35,0,0,100,0,20,15,1,0,1,0,1,0,0,15,1,
Kristian,Rothaermel,"6'0""",205lbs.,--,OpenStance,Jan31 1972,0.75,50,2.49,41,0,0,0,0,4,3,0,0,1,0,1,0,1,4.02,1,
Ben,Rothwell,"6'4""",265lbs.,"78""",Orthodox,Oct17 1981,3.2,41,4.53,47,0.69,34,69,0.3,36,12,0,0,3,0,3,10,3,176.7,21,
Rick,Roufus,"6'0""",207lbs.,--,Southpaw,--,0.53,33,1.06,33,0,0,50,0,4,6,0,0,1,0,1,0,1,1.88,1,
Khalil,Rountree Jr.,"6'1""",205lbs.,"76""",Southpaw,Feb26 1990,3.01,40,2.85,47,0,0,46,0.2,9,4,0 (1 NC),1,2,0,1,5,1,61.05,9,
Ronda,Rousey,"5'7""",135lbs.,"68""",Orthodox,Feb01 1987,4.17,52,4.14,44,6.26,68,50,4.8,12,2,0,1,2,0,2,5,7,31.15,12,
Ray,Routh,"5'8""",185lbs.,--,Orthodox,--,0.54,21,3.22,28,2.69,33,0,0,2,1,0,0,1,0,1,1,0,5.58,1,
Roberta,Rovel,"5'8""",145lbs.,--,,--,0.87,46,3,26,0,0,100,0,4,1,0,0,0,0,0,0,0,0,0,
Philip,Rowe,"6'3""",170lbs.,"80""",Orthodox,Jul18 1990,8.18,67,6.33,47,0,0,50,0,6,2,0,0,0,0,0,0,0,0,0,
Kain,Royer,--,185lbs.,--,,--,0,0,1.63,14,0,0,0,4.1,2,2,0,0,0,0,0,0,0,0,0,
Brad,Royster,--,135lbs.,--,,--,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,15,1,
Jairzinho,Rozenstruik,"6'4""",242lbs.,"78""",Orthodox,Mar17 1988,3.8,74,2.98,35,0,0,66,0,8,0,0,2,0,2,0,2,0,6.05,3,
Mauricio,Rua,"6'1""",205lbs.,"76""",Orthodox,Nov25 1981,3.72,51,2.65,55,2.23,48,46,0.8,26,11,0,2,1,1,0,26,4,313.03,37,
Murilo,Rua,"5'11""",185lbs.,--,Orthodox,May22 1980,2.48,45,1.85,53,1.97,45,37,1.2,20,12,1,1,2,0,2,9,2,160.92,18,
Marco,Ruas,"6'1""",210lbs.,--,Orthodox,Jan23 1961,0,0,0,0,0,0,0,0,9,4,2,1,2,0,2,3,4,29.92,8,
Rodrigo,Ruas,"5'10""",185lbs.,--,Orthodox,Oct06 1977,1.28,35,7,41,0,0,0,0,4,5,1 (1 NC),0,1,0,1,1,0,8.57,1,
Rodolfo,Rubio,"5'5""",145lbs.,"66""",Orthodox,Jan29 1987,1.13,36,1,62,2,33,33,0,12,8,1,0,1,0,1,0,0,15,1,
Gabe,Ruediger,"5'10""",155lbs.,--,Orthodox,Aug29 1977,1.7,31,5.16,41,2.04,11,28,0,17,7,0,0,3,0,3,2,1,14.73,3,
Eddie,Ruiz,"5'7""",155lbs.,--,Orthodox,Jun10 1967,0.2,25,1.4,47,2,12,0,0,1,1,0,0,1,0,1,0,0,15,1,
Anthony,Ruiz,"6'2""",205lbs.,--,Orthodox,Nov03 1977,1.74,56,1.91,26,1.09,25,14,0,27,16,0,0,3,0,3,1,2,55.05,5,
Paul,Ruiz,"5'6""",135lbs.,--,,Jun23 1987,1.4,33,1.4,75,0,0,100,20.9,7,3,0,0,0,0,0,0,0,0,0,
Mike,Russow,"6'1""",255lbs.,"73""",Orthodox,Sep11 1976,1.55,47,2.9,59,4.66,43,0,0.7,15,3,0 (1 NC),1,2,0,2,4,2,70.58,8,
Bas,Rutten,"6'1""",205lbs.,--,Orthodox,Feb24 1965,5.59,61,2.06,79,0,0,0,0,28,4,1,3,0,3,0,2,0,23.65,3,
Casey,Ryan,--,185lbs.,--,,--,0,0,0,0,0,0,0,0,3,3,0,1,0,1,0,0,1,1.65,1,
Yusup,Saadulaev,"5'6""",135lbs.,--,,Mar31 1985,0.57,45,0.96,66,5.73,60,0,1,8,1,1 (1 NC),1,1,1,0,1,0,15.7,2,
Pete,Sabala,--,135lbs.,--,,--,0,0,0,0,0,0,0,0,3,13,0,0,1,0,1,0,0,15,1,
Amir,Sadollah,"5'10""",170lbs.,"74""",Orthodox,Aug27 1980,4.71,46,3.55,60,0.57,27,60,0.3,7,5,0,1,2,0,2,2,1,131.97,11,
Frankie,Saenz,"5'6""",135lbs.,"66""",Orthodox,Aug12 1980,3.97,46,3.15,54,1.77,32,62,0.1,13,6,0,2,1,0,1,2,0,118.32,9,
Saparbeg,Safarov,"6'1""",205lbs.,"78""",Orthodox,Oct14 1986,4.29,48,3.1,47,2.8,41,100,0,9,2,0,1,2,1,0,1,1,26.8,3,
Tarec,Saffiedine,"5'10""",170lbs.,"70""",Switch,Sep06 1986,4.05,47,3.06,62,0.52,36,84,0.1,16,7,0,0,3,0,3,2,0,227.82,15,
Jason,Saggo,"5'11""",155lbs.,"71""",Orthodox,Nov23 1985,2.5,39,2.94,52,2.33,40,23,0,12,4,0,1,2,0,2,3,0,64.38,6,
Ovince,Saint Preux,"6'3""",205lbs.,"80""",Southpaw,Apr08 1983,2.59,46,2.86,44,1.34,40,65,0.6,24,13,0,1,2,1,0,9,8,257.3,27,
Lukasz,Sajewski,"5'8""",155lbs.,"71""",Orthodox,Nov27 1990,2.06,35,3.88,57,1.01,25,66,0,13,3,0,0,3,0,3,1,1,29.62,3,
Yukio,Sakaguchi,"5'9""",185lbs.,--,Orthodox,Jul26 1973,0.3,25,2.4,50,4.5,100,0,9,6,6,0,0,1,0,1,1,0,3.33,1,
Augusto,Sakai,"6'3""",265lbs.,"77""",Orthodox,May09 1991,5.51,46,3.77,57,0.24,50,88,0,14,1,1,3,0,3,0,2,0,30.03,3,
Alessio,Sakara,"6'0""",185lbs.,"72""",Orthodox,Sep02 1981,3.96,47,2.8,59,2.18,78,62,0,19,11,0 (1 NC),0,3,0,4,8,2,75.58,15,
Wataru,Sakata,"5'9""",195lbs.,--,Southpaw,Mar11 1973,1.11,61,2.08,31,0,0,0,0,11,13,0,0,1,0,1,0,1,7.2,1,
Gokhan,Saki,"6'0""",205lbs.,"73""",Orthodox,Oct19 1983,7.09,58,4.57,53,0,0,100,0,1,2,0,1,1,0,1,2,0,6.35,2,
Kazushi,Sakuraba,"6'0""",185lbs.,--,Southpaw,Jul14 1969,1.26,41,2.03,51,1.26,31,48,1.7,26,16,1 (2 NC),0,3,0,4,12,21,318.15,44,
Hayato,Sakurai,"5'7""",168lbs.,--,Orthodox,Aug24 1975,2.45,49,1.94,59,1.87,69,56,0.3,36,12,2,2,1,2,0,10,4,212.1,24,
Ryuta,Sakurai,"5'7""",183lbs.,--,Orthodox,--,1.8,48,3.44,58,0.52,100,36,1.6,22,16,6,0,3,0,3,0,1,23.82,3,
Justin,Salas,"5'8""",155lbs.,"70""",Southpaw,Mar13 1982,3.42,43,2.96,68,2.43,20,0,0,12,7,0,1,2,0,2,4,1,49.38,7,
Ivan,Salaverry,"6'0""",185lbs.,--,Orthodox,Jan11 1971,3.01,47,1.19,76,0.49,18,36,2.5,13,8,0,1,2,0,2,3,3,60.72,8,
Roman,Salazar,"5'7""",135lbs.,"67""",Orthodox,Feb21 1988,1.95,39,2.89,57,1.77,18,50,0,9,4,0 (1 NC),0,2,0,2,0,2,16.97,3,
John,Salgado,"5'10""",170lbs.,--,,--,0.99,50,1.86,40,0,0,50,0,4,7,1,0,1,0,1,0,1,8.07,1,
Muslim,Salikhov,"5'11""",170lbs.,"70""",Orthodox,Jun09 1984,2.05,45,1.41,67,0,0,62,0,15,2,0,2,1,2,0,2,1,22,3,
Gabriel,Salinas-Jones,"6'1""",245lbs.,--,,Nov20 1984,0,0,0,0,0,0,0,0,5,2,1,0,2,0,2,0,1,28.32,2,
Brandon,Saling,"5'10""",170lbs.,--,,Jan28 1986,2.88,40,6.08,20,0,0,57,0,8,6,0,0,1,0,1,1,0,6.25,1,
Sean,Salmon,"5'10""",185lbs.,--,Southpaw,Sep11 1977,1.49,33,2.03,65,4.06,50,0,0,18,17,0,0,3,0,3,2,1,7.38,3,
Boston,Salmon,"5'9""",135lbs.,"69""",Southpaw,Nov20 1990,3.96,35,7.46,61,0,0,100,0,6,2,0,0,1,0,1,1,0,0.42,2,
John,Salter,"6'1""",185lbs.,"74""",Southpaw,Mar21 1985,1.68,32,1.68,68,2.85,46,66,0.5,8,2,0,2,1,1,0,3,1,25.97,4,
Josh,Samman,"6'3""",185lbs.,"79""",Orthodox,Mar14 1988,2.08,52,2.47,34,1.09,33,33,0.4,12,5,0,1,2,0,2,3,2,41.27,5,
Johnny,Sampaio,"5'8""",170lbs.,--,Orthodox,Sep11 1975,1.32,40,2.64,50,9.89,50,0,9.9,3,1,0,0,1,0,1,1,0,1.52,1,
Joshua,Sampo,"5'4""",125lbs.,"64""",Orthodox,Jul24 1984,1.99,36,2.96,55,1.06,33,40,2.1,11,5,0,0,3,0,3,0,2,42.62,4,
Josh,San Diego,"5'10""",135lbs.,--,,--,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,
Diego,Sanchez,"5'10""",170lbs.,"72""",Southpaw,Dec31 1981,2.75,38,2.91,57,1.62,25,47,0.9,31,12,0,2,1,0,1,10,2,388.62,33,
Eddie,Sanchez,"6'2""",230lbs.,"74""",Orthodox,Nov04 1982,3.45,43,3.3,43,1.13,26,42,0,13,5,0,1,2,0,2,5,0,53.02,6,
Julian,Sanchez,"6'3""",300lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.75,1,
Bobby,Sanchez,"5'7""",155lbs.,--,Orthodox,--,0,0,0,100,0,0,100,0,6,17,0,0,2,0,2,0,2,8.72,2,
Donald,Sanchez,"5'10""",145lbs.,--,,Aug18 1984,0.58,50,1.16,55,0,0,50,0,29,13,0,0,1,0,1,0,1,3.45,1,
Joby,Sanchez,"5'6""",135lbs.,"68""",Orthodox,Jun24 1991,3.22,36,2.82,63,0.95,71,51,0.4,11,4,0,0,3,0,3,1,1,56.3,5,
Emmanuel,Sanchez,"5'9""",145lbs.,--,,Aug11 1990,4.45,35,4.17,55,0.25,6,16,0.5,15,3,0,0,0,0,0,0,0,0,0,
Erick,Sanchez,"5'10""",145lbs.,--,,Oct04 1990,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,
Andrew,Sanchez,"6'1""",185lbs.,"74""",Orthodox,Apr08 1988,4.82,48,4.79,48,2.65,34,100,0,12,4,0,2,1,2,0,2,0,84.83,7,
Roberto,Sanchez,"5'6""",125lbs.,"66""",Orthodox,Mar05 1986,0.96,40,1.78,46,3.61,62,50,0.7,8,2,0,1,2,0,1,0,2,20.77,3,
Jesse,Sanders,"6'0""",170lbs.,--,Orthodox,--,0,0,6.45,35,0,0,50,0,22,6,0,0,1,0,1,0,1,2.02,1,
Luke,Sanders,"5'6""",135lbs.,"67""",Southpaw,Dec12 1985,6,51,4.05,54,0.37,25,70,0.4,13,3,0,2,1,1,0,3,3,43.73,7,
Jerrod,Sanders,"5'8""",135lbs.,"72""",Orthodox,Oct01 1979,0.88,64,1.14,46,2.2,33,50,1.6,15,3,0 (1 NC),1,1,0,1,1,1,27.3,4,
Cory,Sandhagen,"5'11""",135lbs.,"70""",Switch,Apr20 1992,7.14,48,4.16,58,1.24,50,27,0.6,12,1,0,3,0,5,0,2,1,48.33,5,
Hugo,Sandoval,--,135lbs.,--,,--,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,1,0,5.72,1,
Raul,Sandoval,--,130lbs.,--,,--,0,0,0,0,0,0,0,0,3,3,0,0,1,0,1,0,1,4.17,1,
Joseph,Sandoval,"5'7""",135lbs.,--,Southpaw,May11 1986,1.82,42,12.12,60,0,0,0,0,6,2,0,0,2,0,2,2,0,1.65,2,
Hector,Sandoval,"5'2""",125lbs.,"64""",Orthodox,Jul19 1986,3.31,52,2.33,65,3.49,25,71,1.4,14,4,0,2,1,0,1,2,1,21.47,4,
Chris,Sanford,"5'11""",185lbs.,--,Orthodox,Mar12 1968,0.23,50,3.22,17,0,0,0,3.5,5,1,0,0,1,0,1,1,0,4.35,1,
Roldan,Sangcha-an,"5'4""",125lbs.,"65""",Orthodox,Dec04 1990,2.71,46,2.15,51,1.94,60,68,0,4,2,0,0,2,0,2,0,1,23.22,2,
Yuhi,Sano,"5'11""",243lbs.,--,Orthodox,Feb02 1965,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,1,2,13.32,3,
Jonathan,Santa Maria,"5'9""",125lbs.,--,,--,3.6,51,2.53,74,0,0,80,0,3,4,0,0,0,0,0,0,0,0,0,
Duda,Santana,"5'7""",145lbs.,"73""",Orthodox,Jan10 1996,6.01,39,2.72,73,6.44,60,0,0,3,1,0,0,1,0,1,0,1,6.98,2,
Sean,Santella,"5'5""",125lbs.,--,,Oct25 1984,0,0,0,0,0,0,0,0,15,5,1 (1 NC),0,0,0,0,0,0,0,0,
Jorge,Santiago,"6'1""",170lbs.,"74""",Orthodox,Oct09 1980,1.69,35,2.62,56,0.58,30,52,0.8,25,11,0,0,3,0,3,6,0,77.95,9,
Mike,Santiago,"5'10""",145lbs.,"69""",Orthodox,Jul28 1989,3.44,49,3.58,36,2.66,50,53,1.1,21,12,0,0,3,0,3,1,1,25.2,3,
Will,Santiago,"5'7""",185lbs.,--,Orthodox,Feb08 1983,1.47,39,5.53,56,1,50,100,0,9,4,0,0,0,0,0,0,0,0,0,
Richie,Santiago,"5'7""",135lbs.,"67""",Southpaw,Oct10 1992,3.87,49,4.87,42,0,0,25,0,7,1,0,0,0,0,0,0,0,0,0,
Jose,Santibanez,--,155lbs.,--,,Jan18 1980,0,0,0,0,0,0,0,0,10,3,0,0,1,0,1,1,0,0.47,1,
Art,Santore,"6'2""",185lbs.,--,,Oct26 1972,1.4,12,7.31,52,0,0,100,0,18,8,0,0,2,0,2,1,0,24.3,2,
Adriano,Santos,--,--,--,,--,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,9,1,
Paulo,Santos,--,--,--,,--,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,1.45,1,
Evangelista,Santos,"5'10""",170lbs.,"76""",Orthodox,Dec12 1977,3.94,36,6.01,49,0.78,100,50,0.4,18,15,0,1,2,0,2,4,3,53.6,8,
Luis,Santos,"6'1""",170lbs.,--,Southpaw,--,4.4,57,4,64,0,0,0,0,50,7,1 (1 NC),0,1,0,1,1,0,5,1,
Iliarde,Santos,"5'5""",125lbs.,"66""",Orthodox,Sep25 1980,3,30,6.1,57,1.66,23,83,0,27,9,1 (1 NC),0,3,0,3,2,0,27.03,3,
Leonardo,Santos,"6'0""",155lbs.,"75""",Orthodox,Feb05 1980,2.4,41,2.58,61,1.1,25,86,0.4,17,4,1,3,0,6,0,2,2,67.92,7,
Thiago,Santos,"6'2""",205lbs.,"76""",Orthodox,Jan07 1984,4.44,47,2.19,57,0.83,40,68,0.1,21,7,0,2,1,0,1,13,2,144.52,19,
Bruno,Santos,"5'9""",185lbs.,"69""",Orthodox,Jul17 1987,1.18,46,2.27,56,3,37,66,0.3,14,2,0,1,2,0,1,0,0,45,3,
Andre,Santos,"6'0""",170lbs.,--,,--,2.77,34,4.17,41,2.5,29,75,0,38,10,0,0,0,0,0,0,0,0,0,
Gleristone,Santos,"5'9""",145lbs.,--,,Aug20 1988,3.4,31,4.4,64,0,0,75,0,33,7,0,0,0,0,0,0,0,0,0,
Taila,Santos,"5'5""",125lbs.,"68""",Orthodox,Jun22 1993,4.23,49,2.53,63,1,100,75,1,15,1,0,0,1,0,1,0,0,15,1,
Marilia,Santos,"5'4""",125lbs.,--,Orthodox,Dec12 1992,4.4,54,4.07,53,1,100,66,1,10,2,0,0,0,0,0,0,0,0,0,
Nick,Sanzo,"5'9""",190lbs.,--,,--,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1.45,2,
Bob,Sapp,"6'5""",350lbs.,--,Orthodox,Sep22 1974,3.19,55,1.88,49,0.58,100,72,0,11,8,0,1,2,0,2,5,2,21.02,7,
Daniel,Sarafian,"5'9""",185lbs.,"73""",Orthodox,Aug21 1982,2.23,46,3.1,58,0.36,7,53,0.7,10,6,0,1,2,0,1,2,2,42.22,6,
Diego,Saraiva,"5'6""",155lbs.,--,Orthodox,Apr23 1982,1.64,32,3.58,62,1.33,40,0,0.7,21,16,1,0,3,0,3,0,0,45,3,
Harris,Sarmiento,"5'9""",155lbs.,--,Orthodox,Sep09 1983,0.84,25,3.46,36,2.36,60,57,0,33,23,0,0,3,0,3,1,1,34.05,3,
Alexander,Sarnavskiy,"5'11""",155lbs.,--,,Jan17 1989,1.43,66,2.06,42,0,0,75,0,35,6,0,0,0,0,0,0,0,0,0,
Yuki,Sasaki,"6'2""",185lbs.,--,Orthodox,Sep12 1976,1.09,43,1.2,57,0.43,100,66,0,22,19,1,0,2,0,2,0,0,30,2,
Kyosuke,Sasaki,"5'7""",183lbs.,--,Southpaw,--,0.33,45,0.93,46,0,0,0,0,3,7,4,0,0,0,0,0,0,10,1,
Ulka,Sasaki,"5'10""",125lbs.,"71""",Southpaw,Oct07 1989,2.16,41,2.5,50,3.03,43,41,1.2,21,6,2,1,2,0,1,1,7,64.43,9,
Paul,Sass,"6'0""",155lbs.,"73""",Orthodox,Aug04 1988,0.53,26,1.9,51,0.53,16,33,7.4,13,2,0,1,2,0,2,0,4,28.45,5,
Masaaki,Satake,"6'1""",220lbs.,--,Orthodox,Aug17 1965,1.4,35,3.76,41,0,0,58,0,1,8,1,0,3,0,5,3,2,60.63,8,
Takenori,Sato,"5'10""",170lbs.,"71""",Southpaw,Jun08 1985,0.46,33,12.92,9,0,0,0,0,17,10,7 (1 NC),0,2,0,2,2,0,2.17,2,
Takashi,Sato,"5'10""",170lbs.,"73""",Southpaw,Jun09 1990,3.13,36,5.22,51,0.82,50,77,0,15,3,0,1,1,0,1,1,1,18.22,2,
Jeimeson,Saudino,"5'6""",135lbs.,--,,Mar05 1991,0.66,30,0.82,84,2.47,50,0,2.5,8,5,0,0,0,0,0,0,0,0,0,
Tom,Sauer,"6'1""",263lbs.,--,,Nov11 1970,0,0,0,0,0,0,0,0,24,12,0,0,1,0,1,1,0,6.58,1,
Townsend,Saunders,"5'5""",170lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,16,2,
Ben,Saunders,"6'2""",170lbs.,"77""",Orthodox,Apr13 1983,3.37,50,3.61,51,0.21,40,68,1,22,12,2,0,3,0,3,9,4,140.53,19,
Chad W.,Saunders,"5'10""",170lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,7,2,0,0,1,0,1,1,0,10,1,
Chris,Saunders,"5'8""",155lbs.,--,,Mar11 1986,1.48,22,2.96,75,3.7,100,0,0,9,3,0,0,1,0,1,0,1,4.05,1,
Lumumba,Sayers,"6'0""",185lbs.,--,,Jun30 1978,2.54,41,2.37,48,7.63,75,0,2.5,4,3,0,2,1,0,1,2,3,10.72,5,
Matt,Sayles,"5'7""",145lbs.,"68""",Orthodox,Feb21 1994,6.16,41,3.38,63,0,0,86,0.5,8,2,0,1,1,1,0,0,1,28.27,3,
Mark,Scanlon,"5'9""",170lbs.,--,Orthodox,--,2.2,35,3.33,48,3,75,25,2,7,2,0,0,1,0,1,0,0,15,1,
Eric,Schafer,"6'3""",185lbs.,"75""",Orthodox,Sep20 1977,1.89,34,3.38,56,1.81,36,50,1.8,14,7,2,0,3,0,4,4,2,74.6,9,
Kerry,Schall,"6'2""",265lbs.,--,Orthodox,Aug09 1971,0.94,11,4.84,63,0,0,0,0,23,12,0 (1 NC),0,1,0,1,1,0,8.47,1,
Eric,Schambari,"5'11""",185lbs.,--,Orthodox,Apr22 1978,1.43,42,1.07,54,3,42,0,1,15,4,0,2,1,0,1,0,0,45,3,
Brendan,Schaub,"6'4""",245lbs.,"78""",Orthodox,Mar18 1983,2.92,37,2.22,57,2.32,46,72,0.4,11,5,0,1,2,0,2,7,1,77.63,11,
Antonio,Schembri,"5'9""",205lbs.,--,Orthodox,Jun01 1974,0.72,26,2.12,55,1.31,40,0,0.4,5,5,0,0,3,0,3,1,1,53.53,5,
Fabiano,Scherner,"6'3""",257lbs.,--,Orthodox,Jun30 1972,1.31,31,3.2,38,1.09,33,40,0,8,8,0 (3 NC),0,2,0,2,2,0,13.77,2,
Samy,Schiavo,"5'8""",155lbs.,--,Orthodox,Dec24 1975,1.68,34,2.62,38,0.94,50,66,0.9,10,6,0,0,2,0,2,1,1,16.03,2,
Pat,Schilling,"5'8""",145lbs.,"69""",Orthodox,Aug28 1988,1.87,26,8.24,52,0,0,0,0,5,2,0,0,2,0,2,0,1,16.62,2,
Joe,Schilling,"6'3""",185lbs.,--,,--,2.84,52,2.64,48,0,0,44,0,2,5,0,0,0,0,0,0,0,0,0,
Semmy,Schilt,"6'10""",265lbs.,--,Orthodox,Oct27 1973,1.2,50,1.31,53,0,0,47,1.1,26,14,1,2,1,1,0,5,4,65.9,10,
Adam,Schindler,"5'8""",155lbs.,--,,May19 1983,0,0,0,0,0,0,0,0,9,3,0,1,0,1,0,0,1,1.97,1,
Daniel,Schmitt,--,185lbs.,--,,--,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,1,0,0.15,1,
Colleen,Schneider,--,135lbs.,--,,--,2.17,48,2.5,50,2.5,50,60,0,1,3,0,0,1,0,1,0,0,8,1,
Matt,Schnell,"5'8""",125lbs.,"70""",Orthodox,Jan15 1990,3.64,34,3.69,62,0.7,40,58,1.8,14,4,0,3,0,4,0,2,2,42.87,7,
Alex,Schoenauer,"6'3""",185lbs.,--,Orthodox,May05 1976,1.22,40,2.27,42,0,0,22,4.9,15,10,0,0,2,0,2,1,0,14.33,2,
Darrill,Schoonover,"6'2""",220lbs.,--,Orthodox,Jul18 1985,1.2,33,4.35,38,0,0,50,1.1,11,5,0,0,1,0,1,1,0,13.33,1,
Bob,Schrijber,"6'0""",240lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,20,17,1,0,2,0,2,0,1,3.7,2,
Nate,Schroeder,"6'1""",230lbs.,--,,--,0,0,0,0,0,0,0,0,11,10,0,0,1,0,1,1,0,7.22,1,
Lacey,Schuckman,"5'3""",125lbs.,--,,--,0,0,0,0,0,0,0,0,6,4,0,0,1,0,1,1,0,12.3,1,
Mark,Schultz,"5'9""",200lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,
Brian,Schwartz,"6'3""",170lbs.,--,Orthodox,--,1.27,44,0.87,45,0,0,50,1,1,1,0,1,1,1,0,1,0,27.37,2,
Eric,Schwartz,--,205lbs.,--,,--,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,8.55,1,
Justin,Scoggins,"5'7""",125lbs.,"66""",Southpaw,May02 1992,3.56,51,2.16,55,3.42,63,82,0.5,11,5,0,0,3,0,3,1,3,100.73,9,
Bradley,Scott,"6'1""",170lbs.,"76""",,Jun24 1989,3.52,41,4.31,57,0.32,15,63,0.7,12,6,0,1,2,0,2,1,2,93.02,8,
Greg,Scott,"5'9""",145lbs.,--,,--,3.9,55,7.79,37,11.69,100,0,0,3,4,0,0,0,0,0,0,0,0,0,
Mike,Seal,"6'4""",185lbs.,--,Orthodox,--,5.5,68,3.33,50,0,0,33,0,13,14,1 (1 NC),0,1,0,1,1,0,7.82,1,
Matt,Secor,"6'0""",170lbs.,--,,Sep26 1986,1.02,20,1.63,50,6.12,100,0,6.1,8,4,0,0,0,0,0,0,0,0,0,
Kenneth,Seegrist,"6'0""",185lbs.,--,Orthodox,--,3.21,66,1.28,0,0,0,40,14.4,4,6,0,0,1,0,1,0,1,3.12,1,
Neil,Seery,"5'4""",125lbs.,"64""",Orthodox,Aug30 1979,3.56,41,3.79,58,0.78,27,53,1.6,16,13,0,1,2,0,2,0,2,96.72,7,
Rony,Sefo,"5'9""",225lbs.,--,Orthodox,--,0,0,0.43,0,0,0,0,0,0,2,0,0,1,0,1,0,1,2.33,1,
Ray,Sefo,"6'0""",240lbs.,--,Orthodox,Feb15 1971,0.86,31,1.71,72,0,0,66,0,2,1,0,1,1,0,1,0,2,7.02,2,
Brendan,Seguin,"6'0""",185lbs.,--,,Jul03 1976,2.6,45,0.6,84,5,62,100,0,23,17,1,1,0,1,0,0,0,15,1,
Stefan,Sekulic,"6'0""",170lbs.,"75""",Southpaw,Feb12 1992,1.47,37,2.4,57,1,20,33,0,12,3,0,0,1,0,1,0,0,15,1,
Pete,Sell,"5'11""",170lbs.,"75""",Orthodox,Aug05 1982,2.6,42,3.65,51,0.91,21,47,0.9,9,5,0,1,2,0,1,4,1,65.7,7,
Andrei,Semenov,"6'0""",185lbs.,--,Orthodox,Jun17 1977,0.78,15,2.44,60,1.74,80,55,0.4,30,9,2,1,2,0,2,2,0,29.47,3,
Mackens,Semerzier,"5'9""",145lbs.,"72""",Orthodox,Nov03 1980,2.91,45,3.48,46,2.14,50,50,2.1,8,4,0 (1 NC),1,1,0,1,0,4,56.1,7,
Brandon,Sene,"5'11""",205lbs.,--,,May21 1981,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,
Kim In,Seok,"5'6""",145lbs.,--,Orthodox,--,0.87,37,5.19,60,0,0,0,0,3,5,0,0,1,0,1,1,0,3.47,1,
Ray,Seraille,"6'3""",246lbs.,--,,--,5.29,27,17.65,41,0,0,0,0,8,9,0,0,1,0,1,1,0,0.57,1,
Ivan,Serati,"6'0""",205lbs.,--,Orthodox,--,0.86,26,5.33,29,0,0,0,0,12,4,0,0,2,0,2,2,0,5.82,2,
Alex,Serdyukov,"6'2""",170lbs.,"74""",Orthodox,May24 1980,3.92,42,2.53,54,1.56,60,70,2.6,8,5,0,2,1,0,1,1,4,40.68,6,
